date,tournament,team,opponent,goals,is_home,total_weight
2019-03-22,UEFA Euro qualification,Andorra,Iceland,0,TRUE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Moldova,France,1,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Botswana,Angola,0,TRUE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Anguilla,United States Virgin Islands,0,TRUE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Saint Vincent and the Grenadines,Bonaire,2,TRUE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Cayman Islands,Montserrat,1,TRUE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Saint Lucia,Aruba,3,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Sudan,Equatorial Guinea,1,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Malawi,Morocco,0,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Algeria,Gambia,1,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Nigeria,Seychelles,3,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Burkina Faso,Mauritania,1,TRUE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Tunisia,Eswatini,4,TRUE,0.16337978217467028
2019-03-22,Friendly,Venezuela,Argentina,3,FALSE,0.04084494554366757
2019-03-22,Friendly,Costa Rica,Guatemala,0,FALSE,0.04084494554366757
2019-03-22,Kirin Challenge Cup,Colombia,Japan,1,FALSE,0.08168989108733514
2019-03-22,Friendly,Bolivia,South Korea,0,FALSE,0.04084494554366757
2019-03-22,Friendly,Chile,Mexico,1,FALSE,0.04084494554366757
2019-03-22,Friendly,Paraguay,Peru,0,FALSE,0.04084494554366757
2019-03-22,UEFA Euro qualification,Montenegro,Bulgaria,1,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Czech Republic,England,0,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Ukraine,Portugal,0,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Lithuania,Luxembourg,1,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Turkey,Albania,2,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,Iceland,Andorra,2,FALSE,0.16337978217467028
2019-03-22,UEFA Euro qualification,France,Moldova,4,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Angola,Botswana,1,FALSE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,United States Virgin Islands,Anguilla,3,FALSE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Bonaire,Saint Vincent and the Grenadines,1,FALSE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Montserrat,Cayman Islands,2,FALSE,0.16337978217467028
2019-03-22,CONCACAF Nations League qualification,Aruba,Saint Lucia,2,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Equatorial Guinea,Sudan,4,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Morocco,Malawi,0,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Gambia,Algeria,1,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Seychelles,Nigeria,1,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Mauritania,Burkina Faso,0,FALSE,0.16337978217467028
2019-03-22,African Cup of Nations qualification,Eswatini,Tunisia,0,FALSE,0.16337978217467028
2019-03-23,Friendly,Brazil,Panama,1,FALSE,0.04088374691934933
2019-03-23,Friendly,Malaysia,Afghanistan,2,TRUE,0.04088374691934933
2019-03-23,Friendly,Oman,Singapore,1,FALSE,0.04088374691934933
2019-03-23,UEFA Euro qualification,Georgia,Switzerland,0,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Gibraltar,Republic of Ireland,0,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Malta,Faroe Islands,2,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Sweden,Romania,2,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Spain,Norway,2,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Bosnia and Herzegovina,Armenia,2,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Italy,Finland,2,TRUE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Liechtenstein,Greece,0,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Senegal,Madagascar,2,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Cameroon,Comoros,3,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Mali,South Sudan,3,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Ghana,Kenya,1,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Niger,Egypt,1,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Zambia,Namibia,4,TRUE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Dominica,Bahamas,4,TRUE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Sint Maarten,Saint Martin,4,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Antigua and Barbuda,Curaçao,2,TRUE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Guyana,Belize,2,TRUE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Suriname,Saint Kitts and Nevis,2,TRUE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Guadeloupe,Martinique,0,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Burundi,Gabon,1,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Ivory Coast,Rwanda,3,TRUE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Guinea-Bissau,Mozambique,2,TRUE,0.16353498767739733
2019-03-23,Friendly,Vatican City,Raetia,2,TRUE,0.04088374691934933
2019-03-23,Muratti Vase,Alderney,Jersey,0,TRUE,0.08176749383869866
2019-03-23,Friendly,Panama,Brazil,1,FALSE,0.04088374691934933
2019-03-23,Friendly,Afghanistan,Malaysia,1,FALSE,0.04088374691934933
2019-03-23,Friendly,Singapore,Oman,1,FALSE,0.04088374691934933
2019-03-23,UEFA Euro qualification,Switzerland,Georgia,2,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Republic of Ireland,Gibraltar,1,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Faroe Islands,Malta,1,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Romania,Sweden,1,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Norway,Spain,1,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Armenia,Bosnia and Herzegovina,1,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Finland,Italy,0,FALSE,0.16353498767739733
2019-03-23,UEFA Euro qualification,Greece,Liechtenstein,2,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Madagascar,Senegal,0,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Comoros,Cameroon,0,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,South Sudan,Mali,0,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Kenya,Ghana,0,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Egypt,Niger,1,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Namibia,Zambia,1,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Bahamas,Dominica,0,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Saint Martin,Sint Maarten,3,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Curaçao,Antigua and Barbuda,1,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Belize,Guyana,1,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Saint Kitts and Nevis,Suriname,0,FALSE,0.16353498767739733
2019-03-23,CONCACAF Nations League qualification,Martinique,Guadeloupe,1,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Gabon,Burundi,1,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Rwanda,Ivory Coast,0,FALSE,0.16353498767739733
2019-03-23,African Cup of Nations qualification,Mozambique,Guinea-Bissau,2,FALSE,0.16353498767739733
2019-03-23,Friendly,Raetia,Vatican City,2,FALSE,0.04088374691934933
2019-03-23,Muratti Vase,Jersey,Alderney,2,FALSE,0.08176749383869866
2019-03-24,Friendly,Taiwan,Solomon Islands,0,TRUE,0.0409225851550816
2019-03-24,Friendly,Fiji,Mauritius,1,TRUE,0.0409225851550816
2019-03-24,UEFA Euro qualification,Northern Ireland,Belarus,2,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Netherlands,Germany,2,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Wales,Slovakia,1,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Hungary,Croatia,2,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Israel,Austria,4,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Poland,Latvia,2,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Slovenia,North Macedonia,1,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,San Marino,Scotland,0,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Kazakhstan,Russia,0,TRUE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Cyprus,Belgium,0,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Benin,Togo,2,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Libya,South Africa,1,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Zimbabwe,Congo,2,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Central African Republic,Guinea,0,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Tanzania,Uganda,3,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,British Virgin Islands,Bonaire,1,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Puerto Rico,Grenada,0,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Canada,French Guiana,4,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Dominican Republic,Bermuda,1,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Haiti,Cuba,2,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Barbados,Nicaragua,0,TRUE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,El Salvador,Jamaica,2,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,DR Congo,Liberia,1,TRUE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Cape Verde,Lesotho,0,TRUE,0.1636903406203264
2019-03-24,Friendly,Solomon Islands,Taiwan,1,FALSE,0.0409225851550816
2019-03-24,Friendly,Mauritius,Fiji,0,FALSE,0.0409225851550816
2019-03-24,UEFA Euro qualification,Belarus,Northern Ireland,1,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Germany,Netherlands,3,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Slovakia,Wales,0,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Croatia,Hungary,1,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Austria,Israel,2,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Latvia,Poland,0,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,North Macedonia,Slovenia,1,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Scotland,San Marino,2,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Russia,Kazakhstan,4,FALSE,0.1636903406203264
2019-03-24,UEFA Euro qualification,Belgium,Cyprus,2,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Togo,Benin,1,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,South Africa,Libya,2,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Congo,Zimbabwe,0,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Guinea,Central African Republic,0,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Uganda,Tanzania,0,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Bonaire,British Virgin Islands,2,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Grenada,Puerto Rico,2,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,French Guiana,Canada,1,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Bermuda,Dominican Republic,3,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Cuba,Haiti,1,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Nicaragua,Barbados,1,FALSE,0.1636903406203264
2019-03-24,CONCACAF Nations League qualification,Jamaica,El Salvador,0,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Liberia,DR Congo,0,FALSE,0.1636903406203264
2019-03-24,African Cup of Nations qualification,Lesotho,Cape Verde,0,FALSE,0.1636903406203264
2019-03-25,Friendly,Catalonia,Venezuela,2,TRUE,0.040961460285880186
2019-03-25,Friendly,Azerbaijan,Lithuania,0,TRUE,0.040961460285880186
2019-03-25,Friendly,Kuwait,Nepal,1,TRUE,0.040961460285880186
2019-03-25,Friendly,Myanmar,Indonesia,0,TRUE,0.040961460285880186
2019-03-25,Friendly,Saudi Arabia,Equatorial Guinea,3,TRUE,0.040961460285880186
2019-03-25,UEFA Euro qualification,Kosovo,Bulgaria,1,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Montenegro,England,1,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Portugal,Serbia,1,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Luxembourg,Ukraine,1,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Turkey,Moldova,4,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Andorra,Albania,0,TRUE,0.16384584114352074
2019-03-25,UEFA Euro qualification,France,Iceland,4,TRUE,0.16384584114352074
2019-03-25,Friendly,Venezuela,Catalonia,1,FALSE,0.040961460285880186
2019-03-25,Friendly,Lithuania,Azerbaijan,0,FALSE,0.040961460285880186
2019-03-25,Friendly,Nepal,Kuwait,0,FALSE,0.040961460285880186
2019-03-25,Friendly,Indonesia,Myanmar,2,FALSE,0.040961460285880186
2019-03-25,Friendly,Equatorial Guinea,Saudi Arabia,2,FALSE,0.040961460285880186
2019-03-25,UEFA Euro qualification,Bulgaria,Kosovo,1,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,England,Montenegro,5,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Serbia,Portugal,1,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Ukraine,Luxembourg,2,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Moldova,Turkey,0,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Albania,Andorra,3,FALSE,0.16384584114352074
2019-03-25,UEFA Euro qualification,Iceland,France,0,FALSE,0.16384584114352074
2019-03-26,Friendly,Algeria,Tunisia,1,TRUE,0.041000372346794225
2019-03-26,Friendly,Costa Rica,Jamaica,1,TRUE,0.041000372346794225
2019-03-26,Friendly,Czech Republic,Brazil,1,TRUE,0.041000372346794225
2019-03-26,Friendly,Ghana,Mauritania,3,TRUE,0.041000372346794225
2019-03-26,Friendly,Gibraltar,Estonia,0,TRUE,0.041000372346794225
2019-03-26,Friendly,Honduras,Ecuador,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Ivory Coast,Liberia,1,TRUE,0.041000372346794225
2019-03-26,Kirin Challenge Cup,Japan,Bolivia,1,TRUE,0.08200074469358845
2019-03-26,Friendly,South Korea,Colombia,2,TRUE,0.041000372346794225
2019-03-26,Friendly,Morocco,Argentina,0,TRUE,0.041000372346794225
2019-03-26,Friendly,Nicaragua,Guatemala,0,TRUE,0.041000372346794225
2019-03-26,Friendly,Nigeria,Egypt,1,TRUE,0.041000372346794225
2019-03-26,Friendly,Paraguay,Mexico,2,FALSE,0.041000372346794225
2019-03-26,Friendly,Peru,El Salvador,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Senegal,Mali,2,TRUE,0.041000372346794225
2019-03-26,Friendly,United Arab Emirates,Syria,0,TRUE,0.041000372346794225
2019-03-26,Friendly,United States,Chile,1,TRUE,0.041000372346794225
2019-03-26,UEFA Euro qualification,Republic of Ireland,Georgia,1,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Switzerland,Denmark,3,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Malta,Spain,0,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Norway,Sweden,3,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Romania,Faroe Islands,4,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Bosnia and Herzegovina,Greece,2,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Italy,Liechtenstein,6,TRUE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Armenia,Finland,0,TRUE,0.1640014893871769
2019-03-26,Friendly,Tunisia,Algeria,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Jamaica,Costa Rica,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Brazil,Czech Republic,3,FALSE,0.041000372346794225
2019-03-26,Friendly,Mauritania,Ghana,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Estonia,Gibraltar,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Ecuador,Honduras,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Liberia,Ivory Coast,0,FALSE,0.041000372346794225
2019-03-26,Kirin Challenge Cup,Bolivia,Japan,0,FALSE,0.08200074469358845
2019-03-26,Friendly,Colombia,South Korea,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Argentina,Morocco,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Guatemala,Nicaragua,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Egypt,Nigeria,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Mexico,Paraguay,4,FALSE,0.041000372346794225
2019-03-26,Friendly,El Salvador,Peru,2,FALSE,0.041000372346794225
2019-03-26,Friendly,Mali,Senegal,1,FALSE,0.041000372346794225
2019-03-26,Friendly,Syria,United Arab Emirates,0,FALSE,0.041000372346794225
2019-03-26,Friendly,Chile,United States,1,FALSE,0.041000372346794225
2019-03-26,UEFA Euro qualification,Georgia,Republic of Ireland,0,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Denmark,Switzerland,3,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Spain,Malta,2,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Sweden,Norway,3,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Faroe Islands,Romania,1,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Greece,Bosnia and Herzegovina,2,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Liechtenstein,Italy,0,FALSE,0.1640014893871769
2019-03-26,UEFA Euro qualification,Finland,Armenia,2,FALSE,0.1640014893871769
2019-05-04,Friendly,Yorkshire,Somaliland,6,TRUE,0.0425471255899336
2019-05-04,Friendly,Somaliland,Yorkshire,2,FALSE,0.0425471255899336
2019-05-11,Muratti Vase,Guernsey,Jersey,0,TRUE,0.08566172385692157
2019-05-11,Muratti Vase,Jersey,Guernsey,0,FALSE,0.08566172385692157
2019-05-25,COSAFA Cup,Eswatini,Mauritius,2,FALSE,0.08680804745587616
2019-05-25,Friendly,Kernow,Barawa,5,TRUE,0.04340402372793808
2019-05-25,Friendly,Cascadia,Chagos Islands,6,TRUE,0.04340402372793808
2019-05-25,COSAFA Cup,Mauritius,Eswatini,2,FALSE,0.08680804745587616
2019-05-25,Friendly,Barawa,Kernow,0,FALSE,0.04340402372793808
2019-05-25,Friendly,Chagos Islands,Cascadia,3,FALSE,0.04340402372793808
2019-05-26,COSAFA Cup,Mozambique,Namibia,1,FALSE,0.0868905122900607
2019-05-26,COSAFA Cup,Malawi,Seychelles,3,FALSE,0.0868905122900607
2019-05-26,COSAFA Cup,Namibia,Mozambique,2,FALSE,0.0868905122900607
2019-05-26,COSAFA Cup,Seychelles,Malawi,0,FALSE,0.0868905122900607
2019-05-27,COSAFA Cup,Eswatini,Comoros,2,FALSE,0.08697305546316747
2019-05-27,COSAFA Cup,Comoros,Eswatini,2,FALSE,0.08697305546316747
2019-05-28,COSAFA Cup,Seychelles,Mozambique,0,FALSE,0.08705567704961589
2019-05-28,COSAFA Cup,Namibia,Malawi,1,FALSE,0.08705567704961589
2019-05-28,Friendly,Laos,Sri Lanka,2,TRUE,0.043527838524807946
2019-05-28,COSAFA Cup,Mozambique,Seychelles,0,FALSE,0.08705567704961589
2019-05-28,COSAFA Cup,Malawi,Namibia,2,FALSE,0.08705567704961589
2019-05-28,Friendly,Sri Lanka,Laos,1,FALSE,0.043527838524807946
2019-05-29,COSAFA Cup,Comoros,Mauritius,2,FALSE,0.08713837712389609
2019-05-29,Friendly,Panama,Basque Country,0,TRUE,0.043569188561948045
2019-05-29,COSAFA Cup,Mauritius,Comoros,1,FALSE,0.08713837712389609
2019-05-29,Friendly,Basque Country,Panama,0,FALSE,0.043569188561948045
2019-05-30,COSAFA Cup,Mozambique,Malawi,1,FALSE,0.08722115576056898
2019-05-30,COSAFA Cup,Namibia,Seychelles,3,FALSE,0.08722115576056898
2019-05-30,Friendly,Turkey,Greece,2,TRUE,0.04361057788028449
2019-05-30,COSAFA Cup,Malawi,Mozambique,1,FALSE,0.08722115576056898
2019-05-30,COSAFA Cup,Seychelles,Namibia,0,FALSE,0.08722115576056898
2019-05-30,Friendly,Greece,Turkey,1,FALSE,0.04361057788028449
2019-05-31,Friendly,Laos,Sri Lanka,2,TRUE,0.04365200651713314
2019-05-31,Friendly,Sri Lanka,Laos,2,FALSE,0.04365200651713314
2019-06-01,COSAFA Cup,Lesotho,Uganda,0,FALSE,0.08738694901969064
2019-06-01,COSAFA Cup,Zimbabwe,Comoros,2,FALSE,0.08738694901969064
2019-06-01,Friendly,Venezuela,Ecuador,1,FALSE,0.04369347450984532
2019-06-01,Atlantic Heritage Cup,Yorkshire,Parishes of Jersey,1,TRUE,0.08738694901969064
2019-06-01,COSAFA Cup,Uganda,Lesotho,0,FALSE,0.08738694901969064
2019-06-01,COSAFA Cup,Comoros,Zimbabwe,0,FALSE,0.08738694901969064
2019-06-01,Friendly,Ecuador,Venezuela,1,FALSE,0.04369347450984532
2019-06-01,Atlantic Heritage Cup,Parishes of Jersey,Yorkshire,0,FALSE,0.08738694901969064
2019-06-02,COSAFA Cup,South Africa,Botswana,2,TRUE,0.08746996379161562
2019-06-02,COSAFA Cup,Zambia,Malawi,2,FALSE,0.08746996379161562
2019-06-02,Friendly,El Salvador,Haiti,1,FALSE,0.04373498189580781
2019-06-02,Friendly,France,Bolivia,2,TRUE,0.04373498189580781
2019-06-02,Friendly,Luxembourg,Madagascar,3,TRUE,0.04373498189580781
2019-06-02,Friendly,Malaysia,Nepal,2,TRUE,0.04373498189580781
2019-06-02,Friendly,Turkey,Uzbekistan,2,TRUE,0.04373498189580781
2019-06-02,CONIFA European Football Cup,Abkhazia,Chameria,3,FALSE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,Artsakh,Sápmi,3,TRUE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,Padania,Székely Land,4,FALSE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,Western Armenia,South Ossetia,1,FALSE,0.08746996379161562
2019-06-02,Atlantic Heritage Cup,Parishes of Jersey,Chagos Islands,9,TRUE,0.08746996379161562
2019-06-02,COSAFA Cup,Botswana,South Africa,2,FALSE,0.08746996379161562
2019-06-02,COSAFA Cup,Malawi,Zambia,2,FALSE,0.08746996379161562
2019-06-02,Friendly,Haiti,El Salvador,0,FALSE,0.04373498189580781
2019-06-02,Friendly,Bolivia,France,0,FALSE,0.04373498189580781
2019-06-02,Friendly,Madagascar,Luxembourg,3,FALSE,0.04373498189580781
2019-06-02,Friendly,Nepal,Malaysia,0,FALSE,0.04373498189580781
2019-06-02,Friendly,Uzbekistan,Turkey,0,FALSE,0.04373498189580781
2019-06-02,CONIFA European Football Cup,Chameria,Abkhazia,1,FALSE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,Sápmi,Artsakh,2,FALSE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,Székely Land,Padania,0,FALSE,0.08746996379161562
2019-06-02,CONIFA European Football Cup,South Ossetia,Western Armenia,2,FALSE,0.08746996379161562
2019-06-02,Atlantic Heritage Cup,Chagos Islands,Parishes of Jersey,2,FALSE,0.08746996379161562
2019-06-03,Friendly,Colombia,Panama,3,TRUE,0.04377652871244293
2019-06-03,Friendly,Vanuatu,Tahiti,2,TRUE,0.04377652871244293
2019-06-03,CONIFA European Football Cup,Artsakh,Chameria,1,TRUE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,Sápmi,Abkhazia,0,FALSE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,Székely Land,Western Armenia,0,FALSE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,South Ossetia,Padania,2,FALSE,0.08755305742488587
2019-06-03,Friendly,Panama,Colombia,0,FALSE,0.04377652871244293
2019-06-03,Friendly,Tahiti,Vanuatu,0,FALSE,0.04377652871244293
2019-06-03,CONIFA European Football Cup,Chameria,Artsakh,4,FALSE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,Abkhazia,Sápmi,1,FALSE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,Western Armenia,Székely Land,5,FALSE,0.08755305742488587
2019-06-03,CONIFA European Football Cup,Padania,South Ossetia,1,FALSE,0.08755305742488587
2019-06-04,COSAFA Cup,Comoros,Malawi,1,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Artsakh,Abkhazia,1,TRUE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Chameria,Sápmi,4,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,South Ossetia,Székely Land,2,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Padania,Western Armenia,1,FALSE,0.08763622999441709
2019-06-04,COSAFA Cup,South Africa,Uganda,1,TRUE,0.08763622999441709
2019-06-04,COSAFA Cup,Malawi,Comoros,2,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Abkhazia,Artsakh,1,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Sápmi,Chameria,0,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Székely Land,South Ossetia,2,FALSE,0.08763622999441709
2019-06-04,CONIFA European Football Cup,Western Armenia,Padania,1,FALSE,0.08763622999441709
2019-06-04,COSAFA Cup,Uganda,South Africa,1,FALSE,0.08763622999441709
2019-06-05,COSAFA Cup,Lesotho,Botswana,1,FALSE,0.08771948157519623
2019-06-05,COSAFA Cup,Zimbabwe,Zambia,0,FALSE,0.08771948157519623
2019-06-05,Friendly,Brazil,Qatar,2,TRUE,0.04385974078759811
2019-06-05,Kirin Challenge Cup,Japan,Trinidad and Tobago,0,TRUE,0.08771948157519623
2019-06-05,Friendly,Mexico,Venezuela,3,FALSE,0.04385974078759811
2019-06-05,Friendly,Paraguay,Honduras,1,TRUE,0.04385974078759811
2019-06-05,Friendly,Peru,Costa Rica,1,TRUE,0.04385974078759811
